Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,Capacity,id_cycle,type,ambient_temperature,time
3.8387228819147694,-0.0011888926715630254,6.293379384392066,0.0004,0.0,0.0,0.7852781208785192,0,discharge,4,2010.0
3.8384760606551334,0.0001948432416785326,6.3070985216740665,0.0004,3.853,9.438000000000002,0.7852781208785192,0,discharge,4,2010.0
3.309742937334874,-1.9937080073264732,6.3554885529132665,1.9982,2.183,19.578000000000003,0.7852781208785192,0,discharge,4,2010.0
3.2800559101185467,-1.9934038180340847,6.439267768654905,1.9982,2.175,28.938,0.7852781208785192,0,discharge,4,2010.0
3.2555976241161755,-1.9942411128999056,6.561227091155988,1.9982,2.156,38.281,0.7852781208785192,0,discharge,4,2010.0
3.233244904734966,-1.9920839044345973,6.689295117623715,1.9982,2.137,47.656,0.7852781208785192,0,discharge,4,2010.0
3.21177638299546,-1.9926293633126375,6.83278231452431,1.9982,2.117,56.985,0.7852781208785192,0,discharge,4,2010.0
3.1900728398907576,-1.9952924222915156,6.9626714165126815,1.9982,2.098,66.375,0.7852781208785192,0,discharge,4,2010.0
3.167949227985295,-1.9945126442289571,7.110802224686474,1.9982,2.078,75.75,0.7852781208785192,0,discharge,4,2010.0
3.144744097426714,-1.9931289497939402,7.242766446263597,1.9984,2.057,85.078,0.7852781208785192,0,discharge,4,2010.0
3.1199974130960895,-1.9938715808576228,7.400486366853126,1.9982,2.029,94.438,0.7852781208785192,0,discharge,4,2010.0
3.094059045161746,-1.9934764297501564,7.551662249251175,1.9982,2.003,103.813,0.7852781208785192,0,discharge,4,2010.0
3.0667952645911165,-1.9921485940265784,7.696788867152152,1.9984,1.977,113.219,0.7852781208785192,0,discharge,4,2010.0
3.0405866203759526,-1.9949720496665597,7.856548410480421,1.9982,1.951,122.594,0.7852781208785192,0,discharge,4,2010.0
3.017186920586211,-1.9930498087095918,8.029610637738877,1.9982,1.928,131.906,0.7852781208785192,0,discharge,4,2010.0
2.9991230895017247,-1.9935260382268758,8.178486127809803,1.9982,1.908,141.281,0.7852781208785192,0,discharge,4,2010.0
2.9879803584663396,-1.992983313476206,8.359489452358007,1.9982,1.896,150.625,0.7852781208785192,0,discharge,4,2010.0
2.9825255319675454,-1.992946184394222,8.529605555059252,1.9982,1.891,159.938,0.7852781208785192,0,discharge,4,2010.0
2.9814440817290735,-1.9945867567444642,8.68171026327746,1.9982,1.89,169.281,0.7852781208785192,0,discharge,4,2010.0
