Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_impedance,Re,Rct,id_cycle,type,ambient_temperature,time
(813.0726318359375-20.57294273376465j),(345.3471374511719-98.07449340820312j),(2.194311389288312+0.563586646720232j),(0.12802364915046763-0.11211351375964532j),(0.05493926845350746-2.6454923628353082e-05j),0.040124519949728245,0.05376303915907888,0,impedance,43,2009.0
(805.9081420898438-33.74279022216797j),(352.2574157714844-84.82693481445312j),(2.1842432984809355+0.4301964043683527j),(0.12802364915046763-0.11211351375964532j),(0.05493926845350746-2.6454923628353082e-05j),0.040124519949728245,0.05376303915907888,0,impedance,43,2009.0
(805.745849609375-43.71443176269531j),(352.2697448730469-74.34819030761719j),(2.2148308225758306+0.3433568550626995j),(0.12802364915046763-0.11211351375964532j),(0.05493926845350746-2.6454923628353082e-05j),0.040124519949728245,0.05376303915907888,0,impedance,43,2009.0
(805.948974609375-51.808082580566406j),(352.1320495605469-66.01033782958984j),(2.237714143927219+0.2723528975729618j),(0.12802364915046763-0.11211351375964532j),(0.05493926845350746-2.6454923628353082e-05j),0.040124519949728245,0.05376303915907888,0,impedance,43,2009.0
(804.7390747070312-50.372196197509766j),(353.9603271484375-59.6174201965332j),(2.2341195530408307+0.23398172510639792j),(0.12802364915046763-0.11211351375964532j),(0.05493926845350746-2.6454923628353082e-05j),0.040124519949728245,0.05376303915907888,0,impedance,43,2009.0
(803.029296875-56.18638610839844j),(357.0365295410156-54.85326385498047j),(2.220907390411013+0.1838401047076967j),(0.12802364915046763-0.11211351375964532j),(0.05493926845350746-2.6454923628353082e-05j),0.040124519949728245,0.05376303915907888,0,impedance,43,2009.0
(803.5110473632812-59.21025085449219j),(355.0186767578125-50.03025436401367j),(2.242265804146634+0.14920589013075883j),(0.12802364915046763-0.11211351375964532j),(0.05493926845350746-2.6454923628353082e-05j),0.040124519949728245,0.05376303915907888,0,impedance,43,2009.0
(802.0867309570312-60.9775276184082j),(356.8681335449219-51.1187744140625j),(2.226365757852446+0.14804224965576518j),(0.12802364915046763-0.11211351375964532j),(0.05493926845350746-2.6454923628353082e-05j),0.040124519949728245,0.05376303915907888,0,impedance,43,2009.0
(800.8557739257812-65.45665740966797j),(357.3168640136719-44.72368240356445j),(2.2293079804388993+0.09584267672824613j),(0.12802364915046763-0.11211351375964532j),(0.05493926845350746-2.6454923628353082e-05j),0.040124519949728245,0.05376303915907888,0,impedance,43,2009.0
(800.3170166015625-65.45683288574219j),(357.1108703613281-45.101463317871094j),(2.2286889802648284+0.09817763701547688j),(0.12802364915046763-0.11211351375964532j),(0.05493926845350746-2.6454923628353082e-05j),0.040124519949728245,0.05376303915907888,0,impedance,43,2009.0
