Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_impedance,Re,Rct,id_cycle,type,ambient_temperature,time
(928.5752563476562-53.501224517822266j),(228.22732543945312-64.67740631103516j),(3.827673774176194+0.8503047872422628j),(0.045881652925781474-0.4168043988940051j),(0.21189400966567068-0.020552907415831812j),0.07262833091140136,0.24565288003805374,1,impedance,24,2010.0
(928.6068725585938-50.414459228515625j),(228.61923217773438-68.85786437988281j),(3.784876177469217+0.9194503423530487j),(0.045881652925781474-0.4168043988940051j),(0.21189400966567068-0.020552907415831812j),0.07262833091140136,0.24565288003805374,1,impedance,24,2010.0
(894.4063720703125-63.711708068847656j),(262.8580322265625-54.18739318847656j),(3.3118453610280008+0.4403462877209809j),(0.045881652925781474-0.4168043988940051j),(0.21189400966567068-0.020552907415831812j),0.07262833091140136,0.24565288003805374,1,impedance,24,2010.0
(934.8982543945312-64.58544158935547j),(220.74868774414062-52.796669006347656j),(4.072161410827246+0.6813681118360566j),(0.045881652925781474-0.4168043988940051j),(0.21189400966567068-0.020552907415831812j),0.07262833091140136,0.24565288003805374,1,impedance,24,2010.0
(917.607666015625-63.25758361816406j),(239.43997192382812-49.12051010131836j),(3.7295458573354994+0.5009172460919357j),(0.045881652925781474-0.4168043988940051j),(0.21189400966567068-0.020552907415831812j),0.07262833091140136,0.24565288003805374,1,impedance,24,2010.0
(912.69482421875-63.820289611816406j),(245.70616149902344-47.86619186401367j),(3.6275106552735363+0.44693560280415306j),(0.045881652925781474-0.4168043988940051j),(0.21189400966567068-0.020552907415831812j),0.07262833091140136,0.24565288003805374,1,impedance,24,2010.0
(908.2308959960938-61.933685302734375j),(247.87677001953125-49.10284423828125j),(3.573316062043138+0.45799490084114436j),(0.045881652925781474-0.4168043988940051j),(0.21189400966567068-0.020552907415831812j),0.07262833091140136,0.24565288003805374,1,impedance,24,2010.0
(906.370849609375-60.88792419433594j),(250.92813110351562-49.638633728027344j),(3.522239606655129+0.45411902221421596j),(0.045881652925781474-0.4168043988940051j),(0.21189400966567068-0.020552907415831812j),0.07262833091140136,0.24565288003805374,1,impedance,24,2010.0
(903.3973388671875-59.447509765625j),(255.37501525878906-50.04975891113281j),(3.450615652274588+0.44348493375881104j),(0.045881652925781474-0.4168043988940051j),(0.21189400966567068-0.020552907415831812j),0.07262833091140136,0.24565288003805374,1,impedance,24,2010.0
(899.8321533203125-58.62764358520508j),(258.6472473144531-52.01850128173828j),(3.387560160453692+0.45462752913183635j),(0.045881652925781474-0.4168043988940051j),(0.21189400966567068-0.020552907415831812j),0.07262833091140136,0.24565288003805374,1,impedance,24,2010.0
(896.6178588867188-48.127342224121094j),(262.7748718261719-46.93293762207031j),(3.3383336257648715+0.4130930055875686j),(0.045881652925781474-0.4168043988940051j),(0.21189400966567068-0.020552907415831812j),0.07262833091140136,0.24565288003805374,1,impedance,24,2010.0
(891.6118774414062-49.27361297607422j),(269.29278564453125-48.050132751464844j),(3.240419767834178+0.3952166293059039j),(0.045881652925781474-0.4168043988940051j),(0.21189400966567068-0.020552907415831812j),0.07262833091140136,0.24565288003805374,1,impedance,24,2010.0
