Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_impedance,Re,Rct,id_cycle,type,ambient_temperature,time
(927.635498046875-45.58124542236328j),(228.23638916015625-72.92256927490234j),(3.7457892699974766+0.9970861042168172j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(917.3538818359375-46.83264923095703j),(241.14602661132812-71.94990539550781j),(3.5463800626577875+0.8639124753631722j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(916.5338745117188-47.96546173095703j),(240.05859375-69.65433502197266j),(3.5749576567011894+0.8374865212600785j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(913.5260620117188-47.84062194824219j),(244.01206970214844-71.34766387939453j),(3.501723194771331+0.827824409659535j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(908.0765380859375-42.806365966796875j),(249.80189514160156-68.07508850097656j),(3.427352673038906+0.762648219567722j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(903.1401977539062-42.53681182861328j),(255.1688995361328-69.64898681640625j),(3.3363174333723253+0.743955542578969j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(894.9051513671875-41.148929595947266j),(262.3844909667969-68.87439727783203j),(3.2293190501904+0.6908505641313838j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(886.2665405273438-39.91437530517578j),(271.7656555175781-72.33795166015625j),(3.081883074399161+0.6734579216950626j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(878.191162109375-41.08270263671875j),(282.04730224609375-70.57904052734375j),(2.9644487740598846+0.5961597440920643j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(870.4195556640625-41.088077545166016j),(287.89697265625-68.99712371826172j),(2.891497902194551+0.550255737259162j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(865.1910400390625-32.988731384277344j),(295.4618835449219-64.24132537841797j),(2.819263192903712+0.5013319178137805j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(856.3058471679688-34.981964111328125j),(302.1040344238281-61.509620666503906j),(2.7442862408418214+0.44295350712007414j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(848.1123046875-36.517032623291016j),(311.7234191894531-60.45429229736328j),(2.643995790350097+0.39561949512872635j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(843.9158935546875-38.12101745605469j),(317.0308532714844-57.993408203125j),(2.5970297088020486+0.3548222054773221j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(840.43798828125-41.12004089355469j),(319.4602355957031-53.748287200927734j),(2.5794458992667333+0.30526728291438315j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(839.6264038085938-23.939844131469727j),(321.9121398925781-45.373252868652344j),(2.567717157948034+0.287549999829683j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(833.8359985351562-25.7569580078125j),(328.02691650390625-42.08811950683594j),(2.5107160202558387+0.2436213428829738j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(831.894287109375-27.09203338623047j),(330.87396240234375-41.55206298828125j),(2.4853198523665756+0.23023308667817902j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(828.8505249023438-29.73879623413086j),(334.4755554199219-38.733726501464844j),(2.4554275766899956+0.19543749283401454j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(825.1278076171875-29.641206741333008j),(336.4092712402344-38.4438591003418j),(2.4310709683220297+0.1897050660717282j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(823.262939453125-32.907554626464844j),(339.3097229003906-38.03697967529297j),(2.4069126664762126+0.17283363720677086j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(821.291015625+8.728797912597656j),(342.35968017578125-19.70592498779297j),(2.389528627636842+0.16303517334849307j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(818.43896484375+7.457597732543945j),(345.9777526855469-17.99282455444336j),(2.3580839836600496+0.14418900853582564j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(815.4398803710938+7.134956359863281j),(350.33660888671875-17.722694396972656j),(2.320620709884499+0.13776067584200916j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
(812.0781860351562+5.620819091796875j),(352.0274963378906-16.86678695678711j),(2.3008131381449566+0.12620645995681162j),(0.23439055971029016+0.01637517874456025j),(0.1963833975070839-0.0304240354093889j),0.07799077882418357,0.23974893898915942,1,impedance,24,2010.0
