Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_impedance,Re,Rct,id_cycle,type,ambient_temperature,time
(852.9891357421875-38.52703857421875j),(305.8905334472656-79.54518127441406j),(2.64259571403327+0.5612423326697821j),(0.13830313470475133-0.1264129490463221j),(0.11979217832195489-0.0028668733504503656j),0.07586446951010223,0.12833068256289634,1,impedance,24,2010.0
(853.0732421875-49.19416809082031j),(304.2798767089844-70.81340026855469j),(2.6952307604789825+0.46557231486782724j),(0.13830313470475133-0.1264129490463221j),(0.11979217832195489-0.0028668733504503656j),0.07586446951010223,0.12833068256289634,1,impedance,24,2010.0
(852.8700561523438-54.10980224609375j),(306.7892761230469-64.50043487548828j),(2.697818320503615+0.39082413230558666j),(0.13830313470475133-0.1264129490463221j),(0.11979217832195489-0.0028668733504503656j),0.07586446951010223,0.12833068256289634,1,impedance,24,2010.0
(850.1614379882812-59.33795166015625j),(309.4911193847656-58.92742156982422j),(2.6860929356693113+0.31970732902595367j),(0.13830313470475133-0.1264129490463221j),(0.11979217832195489-0.0028668733504503656j),0.07586446951010223,0.12833068256289634,1,impedance,24,2010.0
(852.9102172851562-59.56407165527344j),(306.5411376953125-52.72093963623047j),(2.734890318011595+0.2760540276862847j),(0.13830313470475133-0.1264129490463221j),(0.11979217832195489-0.0028668733504503656j),0.07586446951010223,0.12833068256289634,1,impedance,24,2010.0
(850.4050903320312-61.90563201904297j),(308.034912109375-49.1903190612793j),(2.7233861072488836+0.23392997576196478j),(0.13830313470475133-0.1264129490463221j),(0.11979217832195489-0.0028668733504503656j),0.07586446951010223,0.12833068256289634,1,impedance,24,2010.0
(848.6776733398438-62.397953033447266j),(310.4937438964844-49.627235412597656j),(2.6965492987035367+0.23003469544558822j),(0.13830313470475133-0.1264129490463221j),(0.11979217832195489-0.0028668733504503656j),0.07586446951010223,0.12833068256289634,1,impedance,24,2010.0
(848.211181640625-66.68003845214844j),(311.2985534667969-45.726253509521484j),(2.6980020457472125+0.18210649047215283j),(0.13830313470475133-0.1264129490463221j),(0.11979217832195489-0.0028668733504503656j),0.07586446951010223,0.12833068256289634,1,impedance,24,2010.0
(845.081298828125-65.70576477050781j),(312.3377380371094-46.02565383911133j),(2.678502038712631+0.1843326497542645j),(0.13830313470475133-0.1264129490463221j),(0.11979217832195489-0.0028668733504503656j),0.07586446951010223,0.12833068256289634,1,impedance,24,2010.0
(843.5478515625-65.73905944824219j),(315.8446960449219-43.96980285644531j),(2.648416057533922+0.1605576193565585j),(0.13830313470475133-0.1264129490463221j),(0.11979217832195489-0.0028668733504503656j),0.07586446951010223,0.12833068256289634,1,impedance,24,2010.0
(842.1953125-56.11276626586914j),(318.9671630859375-39.264862060546875j),(2.622300934945058+0.14688508300576608j),(0.13830313470475133-0.1264129490463221j),(0.11979217832195489-0.0028668733504503656j),0.07586446951010223,0.12833068256289634,1,impedance,24,2010.0
(842.7608642578125-54.53649139404297j),(319.3879089355469-41.291656494140625j),(2.617009097172105+0.1675835176942467j),(0.13830313470475133-0.1264129490463221j),(0.11979217832195489-0.0028668733504503656j),0.07586446951010223,0.12833068256289634,1,impedance,24,2010.0
(839.6770629882812-55.00066375732422j),(321.6904602050781-40.812294006347656j),(2.590202373523176+0.15764047530198608j),(0.13830313470475133-0.1264129490463221j),(0.11979217832195489-0.0028668733504503656j),0.07586446951010223,0.12833068256289634,1,impedance,24,2010.0
(838.0499877929688-53.623146057128906j),(323.63775634765625-40.907901763916016j),(2.5693614987538353+0.1590792196525307j),(0.13830313470475133-0.1264129490463221j),(0.11979217832195489-0.0028668733504503656j),0.07586446951010223,0.12833068256289634,1,impedance,24,2010.0
(836.6989135742188-56.21269226074219j),(325.4748840332031-39.64977264404297j),(2.553841558314786+0.13840252229954578j),(0.13830313470475133-0.1264129490463221j),(0.11979217832195489-0.0028668733504503656j),0.07586446951010223,0.12833068256289634,1,impedance,24,2010.0
