Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_impedance,Re,Rct,id_cycle,type,ambient_temperature,time
(921.0999755859375-59.640953063964844j),(238.02296447753906-58.21212387084961j),(3.709218575033731+0.6565775635682511j),(-0.34531509814117983-0.33317286754853925j),(0.21398469378320595-0.003735926013975162j),0.10729220819696772,0.2218699476933641,1,impedance,24,2010.0
(914.1746215820312-66.96345520019531j),(242.58058166503906-50.68470764160156j),(3.666167562874256+0.4899616246007987j),(-0.34531509814117983-0.33317286754853925j),(0.21398469378320595-0.003735926013975162j),0.10729220819696772,0.2218699476933641,1,impedance,24,2010.0
(918.12890625-70.47647094726562j),(239.79806518554688-46.75666046142578j),(3.743732789626719+0.4360667875894095j),(-0.34531509814117983-0.33317286754853925j),(0.21398469378320595-0.003735926013975162j),0.10729220819696772,0.2218699476933641,1,impedance,24,2010.0
(916.809814453125-75.57131958007812j),(240.15992736816406-43.4349250793457j),(3.751691058915757+0.36385379293865716j),(-0.34531509814117983-0.33317286754853925j),(0.21398469378320595-0.003735926013975162j),0.10729220819696772,0.2218699476933641,1,impedance,24,2010.0
(908.0626220703125-69.20751953125j),(250.10018920898438-42.72035217285156j),(3.57378994041888+0.33373043650716444j),(-0.34531509814117983-0.33317286754853925j),(0.21398469378320595-0.003735926013975162j),0.10729220819696772,0.2218699476933641,1,impedance,24,2010.0
(914.0997924804688-71.8736572265625j),(245.98390197753906-39.62970733642578j),(3.667965913046592+0.29874620996202356j),(-0.34531509814117983-0.33317286754853925j),(0.21398469378320595-0.003735926013975162j),0.10729220819696772,0.2218699476933641,1,impedance,24,2010.0
(916.126708984375-71.94229125976562j),(241.95050048828125-39.43492126464844j),(3.735647977750583+0.3115211271031134j),(-0.34531509814117983-0.33317286754853925j),(0.21398469378320595-0.003735926013975162j),0.10729220819696772,0.2218699476933641,1,impedance,24,2010.0
(913.1774291992188-72.94036865234375j),(244.89089965820312-36.75929260253906j),(3.6904721361108805+0.2561090531661682j),(-0.34531509814117983-0.33317286754853925j),(0.21398469378320595-0.003735926013975162j),0.10729220819696772,0.2218699476933641,1,impedance,24,2010.0
(911.0913696289062-72.76237487792969j),(248.1377410888672-37.47674560546875j),(3.633129785206989+0.25548514125958666j),(-0.34531509814117983-0.33317286754853925j),(0.21398469378320595-0.003735926013975162j),0.10729220819696772,0.2218699476933641,1,impedance,24,2010.0
(908.9017333984375-73.56562805175781j),(248.1930694580078-37.3145866394043j),(3.624706891003671+0.24855170778844687j),(-0.34531509814117983-0.33317286754853925j),(0.21398469378320595-0.003735926013975162j),0.10729220819696772,0.2218699476933641,1,impedance,24,2010.0
(910.021728515625-61.6412353515625j),(250.40066528320312-34.98102569580078j),(3.598425082000801+0.2565303284385102j),(-0.34531509814117983-0.33317286754853925j),(0.21398469378320595-0.003735926013975162j),0.10729220819696772,0.2218699476933641,1,impedance,24,2010.0
(906.2947387695312-58.58021926879883j),(254.83810424804688-36.585365295410156j),(3.5168720078744813+0.27502099045703765j),(-0.34531509814117983-0.33317286754853925j),(0.21398469378320595-0.003735926013975162j),0.10729220819696772,0.2218699476933641,1,impedance,24,2010.0
(904.0718994140625-59.32232666015625j),(254.19334411621094-38.14484405517578j),(3.512553514171545+0.2937271218999452j),(-0.34531509814117983-0.33317286754853925j),(0.21398469378320595-0.003735926013975162j),0.10729220819696772,0.2218699476933641,1,impedance,24,2010.0
(902.0604248046875-56.620941162109375j),(258.13543701171875-40.45218276977539j),(3.4443127013607375+0.3204094203688864j),(-0.34531509814117983-0.33317286754853925j),(0.21398469378320595-0.003735926013975162j),0.10729220819696772,0.2218699476933641,1,impedance,24,2010.0
(898.1285400390625-57.39353561401367j),(259.6144714355469-39.23572540283203j),(3.414883408965805+0.2950216591522738j),(-0.34531509814117983-0.33317286754853925j),(0.21398469378320595-0.003735926013975162j),0.10729220819696772,0.2218699476933641,1,impedance,24,2010.0
(895.6543579101562-35.99895095825195j),(266.13330078125-34.174713134765625j),(3.327928619180099+0.29207940046216535j),(-0.34531509814117983-0.33317286754853925j),(0.21398469378320595-0.003735926013975162j),0.10729220819696772,0.2218699476933641,1,impedance,24,2010.0
(892.8390502929688-34.00018310546875j),(268.8882141113281-34.770938873291016j),(3.281954528983929+0.297954514189236j),(-0.34531509814117983-0.33317286754853925j),(0.21398469378320595-0.003735926013975162j),0.10729220819696772,0.2218699476933641,1,impedance,24,2010.0
(888.7099609375-33.516048431396484j),(271.06671142578125-34.63583755493164j),(3.2414422187239054+0.29053371137232004j),(-0.34531509814117983-0.33317286754853925j),(0.21398469378320595-0.003735926013975162j),0.10729220819696772,0.2218699476933641,1,impedance,24,2010.0
