Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_impedance,Re,Rct,id_cycle,type,ambient_temperature,time
(867.7308349609375-32.66357421875j),(290.2623291015625-86.63485717773438j),(2.7757784823772833+0.715957867499643j),(0.15173484543469218-0.12388914760165624j),(0.12555693361709178-0.005111650137299417j),0.08141136501428463,0.13435294061149733,0,impedance,24,2009.0
(859.7096557617188-43.140228271484375j),(299.9454345703125-75.65435791015625j),(2.7288893828940513+0.5444728506475213j),(0.15173484543469218-0.12388914760165624j),(0.12555693361709178-0.005111650137299417j),0.08141136501428463,0.13435294061149733,0,impedance,24,2009.0
(860.0814819335938-50.398521423339844j),(298.8242492675781-68.83486938476562j),(2.7700821465312364+0.46943888142289764j),(0.15173484543469218-0.12388914760165624j),(0.12555693361709178-0.005111650137299417j),0.08141136501428463,0.13435294061149733,0,impedance,24,2009.0
(855.0957641601562-55.882301330566406j),(303.1157531738281-60.858577728271484j),(2.747288915697352+0.3672319683879456j),(0.15173484543469218-0.12388914760165624j),(0.12555693361709178-0.005111650137299417j),0.08141136501428463,0.13435294061149733,0,impedance,24,2009.0
(857.4065551757812-54.62702941894531j),(300.93621826171875-56.84990310668945j),(2.7840670275228914+0.3444148794616677j),(0.15173484543469218-0.12388914760165624j),(0.12555693361709178-0.005111650137299417j),0.08141136501428463,0.13435294061149733,0,impedance,24,2009.0
(852.8963012695312-58.89155197143555j),(304.6358947753906-53.09959030151367j),(2.749872511944754+0.2859989688951895j),(0.15173484543469218-0.12388914760165624j),(0.12555693361709178-0.005111650137299417j),0.08141136501428463,0.13435294061149733,0,impedance,24,2009.0
(853.2178344726562-63.27878952026367j),(306.0310974121094-47.82793045043945j),(2.7530819392929793+0.22349173850296292j),(0.15173484543469218-0.12388914760165624j),(0.12555693361709178-0.005111650137299417j),0.08141136501428463,0.13435294061149733,0,impedance,24,2009.0
(850.6751098632812-62.15557861328125j),(309.4100646972656-48.29907989501953j),(2.714556796706344+0.2228596443941603j),(0.15173484543469218-0.12388914760165624j),(0.12555693361709178-0.005111650137299417j),0.08141136501428463,0.13435294061149733,0,impedance,24,2009.0
(850.5535888671875-62.930328369140625j),(308.9003601074219-47.34806442260742j),(2.720791308213728+0.2133175686480855j),(0.15173484543469218-0.12388914760165624j),(0.12555693361709178-0.005111650137299417j),0.08141136501428463,0.13435294061149733,0,impedance,24,2009.0
(848.3253173828125-65.54104614257812j),(310.9913330078125-44.80562973022461j),(2.7020857745024385+0.1785503410401807j),(0.15173484543469218-0.12388914760165624j),(0.12555693361709178-0.005111650137299417j),0.08141136501428463,0.13435294061149733,0,impedance,24,2009.0
(846.8804321289062-58.55626678466797j),(313.78118896484375-38.455902099609375j),(2.6815460385062826+0.14202573868351967j),(0.15173484543469218-0.12388914760165624j),(0.12555693361709178-0.005111650137299417j),0.08141136501428463,0.13435294061149733,0,impedance,24,2009.0
(845.0191040039062-55.93805694580078j),(315.2597961425781-39.22349548339844j),(2.661270489431199+0.15367095541289788j),(0.15173484543469218-0.12388914760165624j),(0.12555693361709178-0.005111650137299417j),0.08141136501428463,0.13435294061149733,0,impedance,24,2009.0
(843.5377197265625-54.28205108642578j),(317.4555969238281-43.06330871582031j),(2.6319472196810145+0.18603642566306194j),(0.15173484543469218-0.12388914760165624j),(0.12555693361709178-0.005111650137299417j),0.08141136501428463,0.13435294061149733,0,impedance,24,2009.0
(841.4581909179688-56.68715286254883j),(319.561279296875-40.263397216796875j),(2.6140199477699615+0.15196512773385512j),(0.15173484543469218-0.12388914760165624j),(0.12555693361709178-0.005111650137299417j),0.08141136501428463,0.13435294061149733,0,impedance,24,2009.0
