Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_impedance,Re,Rct,id_cycle,type,ambient_temperature,time
(834.2130737304688-40.006614685058594j),(298.4580078125-76.63201904296875j),(2.6544949138847262+0.5475232221206812j),(0.15329207920676402-0.1247284521981283j),(0.09405626026362954-0.00010667339657716477j),0.0695338223583365,0.11270565686795861,1,impedance,24,2010.0
(794.6650390625-44.264617919921875j),(357.2003173828125-73.6927719116211j),(2.158403078455277+0.3213717408627006j),(0.15329207920676402-0.1247284521981283j),(0.09405626026362954-0.00010667339657716477j),0.0695338223583365,0.11270565686795861,1,impedance,24,2010.0
(937.0184936523438-61.53302764892578j),(216.4808349609375-54.61387634277344j),(4.136831593649278+0.759399239600948j),(0.15329207920676402-0.1247284521981283j),(0.09405626026362954-0.00010667339657716477j),0.0695338223583365,0.11270565686795861,1,impedance,24,2010.0
(848.4502563476562-61.64891052246094j),(310.3186340332031-55.29402160644531j),(2.68429889558488+0.27963764044824285j),(0.15329207920676402-0.1247284521981283j),(0.09405626026362954-0.00010667339657716477j),0.0695338223583365,0.11270565686795861,1,impedance,24,2010.0
(865.7950439453125-58.33295822143555j),(292.2162780761719-53.52362823486328j),(2.902058964991922+0.3319314296076291j),(0.15329207920676402-0.1247284521981283j),(0.09405626026362954-0.00010667339657716477j),0.0695338223583365,0.11270565686795861,1,impedance,24,2010.0
(871.7807006835938-64.23131561279297j),(287.436767578125-48.87100601196289j),(2.98466106778518+0.28400010918025875j),(0.15329207920676402-0.1247284521981283j),(0.09405626026362954-0.00010667339657716477j),0.0695338223583365,0.11270565686795861,1,impedance,24,2010.0
(865.6055908203125-63.16654586791992j),(292.3115234375-47.51923370361328j),(2.9192261505845343+0.2584668675628183j),(0.15329207920676402-0.1247284521981283j),(0.09405626026362954-0.00010667339657716477j),0.0695338223583365,0.11270565686795861,1,impedance,24,2010.0
(860.8685913085938-66.91887664794922j),(298.4654235839844-44.80266571044922j),(2.8536702853942226+0.20415483463619544j),(0.15329207920676402-0.1247284521981283j),(0.09405626026362954-0.00010667339657716477j),0.0695338223583365,0.11270565686795861,1,impedance,24,2010.0
(862.3192749023438-66.67118072509766j),(296.6528015136719-43.66355895996094j),(2.877569592835522+0.19879720856217495j),(0.15329207920676402-0.1247284521981283j),(0.09405626026362954-0.00010667339657716477j),0.0695338223583365,0.11270565686795861,1,impedance,24,2010.0
(859.1396484375-66.41529083251953j),(300.5310363769531-45.058563232421875j),(2.828294873081547+0.203052614072174j),(0.15329207920676402-0.1247284521981283j),(0.09405626026362954-0.00010667339657716477j),0.0695338223583365,0.11270565686795861,1,impedance,24,2010.0
(858.2744750976562-56.292884826660156j),(302.29229736328125-39.196563720703125j),(2.8160211824169576+0.17891778705759884j),(0.15329207920676402-0.1247284521981283j),(0.09405626026362954-0.00010667339657716477j),0.0695338223583365,0.11270565686795861,1,impedance,24,2010.0
(855.6024169921875-55.933311462402344j),(305.85760498046875-40.5981559753418j),(2.772808599693018+0.18517638154304053j),(0.15329207920676402-0.1247284521981283j),(0.09405626026362954-0.00010667339657716477j),0.0695338223583365,0.11270565686795861,1,impedance,24,2010.0
